x,y,z,class,paths
1.12E+01,6.79E+00,3.34E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_423-427.wav
1.09E+01,7.07E+00,-1.22E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_427-432.wav
1.15E+01,6.77E+00,3.22E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_432-436.wav
1.19E+01,7.15E+00,3.54E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_436-441.wav
1.14E+01,7.34E+00,1.68E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_441-445.wav
1.09E+01,7.01E+00,1.07E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_445-450.wav
1.12E+01,7.27E+00,-1.65E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_45-49.wav
1.22E+01,7.80E+00,-7.53E-02,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_450-454.wav
1.16E+01,7.53E+00,-8.94E-02,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_454-459.wav
1.20E+01,6.79E+00,-1.08E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_459-463.wav
1.17E+01,7.52E+00,-3.37E-02,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_463-468.wav
1.20E+01,6.83E+00,-1.13E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_468-472.wav
1.09E+01,6.93E+00,-7.30E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_472-477.wav
1.20E+01,6.79E+00,-1.07E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_477-481.wav
1.22E+01,6.88E+00,-8.63E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_481-486.wav
1.20E+01,7.01E+00,-1.00E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_486-490.wav
1.19E+01,7.46E+00,-7.85E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_49-54.wav
1.02E+01,7.47E+00,1.16E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_490-495.wav
1.08E+01,6.91E+00,1.78E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_495-499.wav
1.08E+01,6.91E+00,1.91E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_499-504.wav
1.22E+01,7.60E+00,-3.42E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_504-508.wav
1.19E+01,6.74E+00,3.44E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_508-513.wav
1.17E+01,6.82E+00,3.47E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_513-517.wav
1.08E+01,6.91E+00,2.55E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_517-522.wav
9.52E+00,7.67E+00,1.21E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_522-526.wav
1.17E+01,7.07E+00,-1.59E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_526-531.wav
1.07E+01,7.56E+00,-1.62E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_531-535.wav
1.11E+01,7.21E+00,-1.33E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_535-540.wav
1.17E+01,7.06E+00,-1.51E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_54-58.wav
1.18E+01,6.93E+00,-1.05E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_540-544.wav
1.09E+01,6.93E+00,2.08E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_544-549.wav
1.04E+01,7.23E+00,1.89E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_549-553.wav
1.14E+01,7.27E+00,-4.80E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_553-558.wav
1.17E+01,7.05E+00,-1.49E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_558-562.wav
1.18E+01,6.94E+00,-1.04E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_562-567.wav
1.09E+01,7.01E+00,6.49E-02,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_567-571.wav
1.18E+01,7.00E+00,-9.94E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_571-576.wav
1.17E+01,6.97E+00,-1.12E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_576-580.wav
1.20E+01,7.15E+00,-1.17E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_58-63.wav
1.14E+01,7.06E+00,-2.41E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_580-585.wav
1.14E+01,7.08E+00,-2.36E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_585-589.wav
1.11E+01,7.33E+00,-2.16E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_589-594.wav
1.15E+01,7.04E+00,-2.30E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_594-598.wav
1.15E+01,7.04E+00,-2.35E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_598-603.wav
1.15E+01,7.05E+00,-2.37E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_603-607.wav
1.13E+01,7.16E+00,-2.31E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_607-612.wav
1.13E+01,7.16E+00,-2.31E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_612-616.wav
1.07E+01,7.55E+00,-1.43E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_616-621.wav
1.13E+01,7.20E+00,-2.30E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_621-625.wav
1.11E+01,7.27E+00,-1.98E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_625-630.wav
1.20E+01,7.22E+00,-1.10E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_63-67.wav
1.10E+01,7.36E+00,-2.03E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_630-634.wav
1.10E+01,7.36E+00,-2.13E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_634-639.wav
1.10E+01,7.18E+00,-1.60E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_639-643.wav
1.12E+01,7.24E+00,-2.27E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_643-648.wav
1.12E+01,7.26E+00,-2.28E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_648-652.wav
1.08E+01,7.53E+00,-1.74E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_652-657.wav
1.07E+01,7.53E+00,-1.33E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_657-661.wav
1.13E+01,7.17E+00,-2.25E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_661-666.wav
1.06E+01,7.61E+00,-8.99E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_666-670.wav
1.13E+01,7.63E+00,1.01E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_67-72.wav
1.08E+01,7.56E+00,-1.78E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_670-675.wav
1.13E+01,7.16E+00,-2.29E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_675-679.wav
1.14E+01,7.11E+00,-2.23E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_679-684.wav
1.13E+01,7.19E+00,-2.31E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_684-688.wav
1.15E+01,7.03E+00,-2.39E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_688-693.wav
1.15E+01,7.02E+00,-2.41E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_693-697.wav
1.15E+01,7.01E+00,-2.40E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_697-702.wav
1.08E+01,7.53E+00,-1.80E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_702-706.wav
9.44E+00,7.68E+00,1.25E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_706-711.wav
1.08E+01,7.17E+00,-8.03E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_711-715.wav
1.13E+01,7.16E+00,-2.31E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_715-720.wav
1.23E+01,8.06E+00,-2.41E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_72-76.wav
1.12E+01,7.23E+00,-2.07E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_720-724.wav
1.12E+01,7.24E+00,-2.15E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_724-729.wav
1.12E+01,7.19E+00,-1.91E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_729-733.wav
1.12E+01,7.20E+00,-2.19E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_733-738.wav
1.11E+01,7.34E+00,-2.03E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_738-742.wav
1.09E+01,7.47E+00,-1.92E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_742-747.wav
1.12E+01,7.21E+00,-2.13E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_747-751.wav
9.40E+00,7.69E+00,1.27E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_751-756.wav
1.07E+01,7.54E+00,-1.39E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_756-760.wav
1.21E+01,6.87E+00,-6.50E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_76-81.wav
9.78E+00,7.49E+00,1.60E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_760-765.wav
1.15E+01,7.02E+00,-2.41E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_765-769.wav
1.05E+01,7.49E+00,-1.03E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_769-774.wav
1.15E+01,7.02E+00,-2.40E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_774-778.wav
9.40E+00,7.84E+00,5.79E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_778-783.wav
9.39E+00,7.85E+00,5.67E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_783-787.wav
6.52E+00,1.03E+01,4.19E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_787-792.wav
6.50E+00,1.03E+01,4.19E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_792-796.wav
9.43E+00,7.67E+00,1.22E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_796-801.wav
9.39E+00,7.84E+00,5.65E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_801-805.wav
9.39E+00,7.84E+00,5.64E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_805-810.wav
1.22E+01,7.64E+00,-4.36E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_81-85.wav
9.43E+00,7.73E+00,9.85E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_810-814.wav
9.40E+00,7.84E+00,5.60E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_814-819.wav
9.39E+00,7.84E+00,5.63E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_819-823.wav
9.39E+00,7.84E+00,5.33E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_823-828.wav
9.43E+00,7.84E+00,4.69E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_828-832.wav
9.40E+00,7.84E+00,5.73E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_832-837.wav
9.66E+00,7.67E+00,8.51E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_837-841.wav
9.42E+00,7.82E+00,5.90E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_841-846.wav
9.45E+00,7.78E+00,6.76E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_846-850.wav
1.17E+01,7.06E+00,-1.51E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_85-90.wav
1.05E+01,7.62E+00,-1.21E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_850-855.wav
1.08E+01,7.48E+00,-1.91E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_855-859.wav
1.11E+01,7.24E+00,-1.23E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_859-864.wav
1.08E+01,7.48E+00,-1.94E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_864-868.wav
1.12E+01,7.25E+00,-1.96E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_868-873.wav
1.11E+01,7.21E+00,-2.22E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_873-877.wav
1.11E+01,7.32E+00,-2.14E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_877-882.wav
1.08E+01,7.49E+00,-1.87E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_882-886.wav
1.10E+01,7.33E+00,-2.15E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_886-891.wav
1.11E+01,7.35E+00,-2.14E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_891-895.wav
1.08E+01,7.48E+00,-1.94E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_895-900.wav
1.20E+01,7.27E+00,-1.04E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_9-13.wav
1.10E+01,7.36E+00,-1.29E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_90-94.wav
1.07E+01,7.54E+00,-1.47E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_900-904.wav
1.10E+01,7.37E+00,-2.08E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_904-909.wav
1.12E+01,7.22E+00,-1.99E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_909-913.wav
1.07E+01,7.56E+00,-1.56E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_913-918.wav
1.07E+01,7.56E+00,-1.62E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_918-922.wav
1.08E+01,7.53E+00,-1.47E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_922-927.wav
1.07E+01,7.57E+00,-1.57E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_927-931.wav
1.02E+01,7.64E+00,-2.55E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_931-936.wav
1.08E+01,7.56E+00,-1.76E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_936-940.wav
1.04E+01,7.42E+00,-4.40E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_94-99.wav
1.07E+01,7.57E+00,-1.50E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_940-945.wav
1.07E+01,7.56E+00,-1.40E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_945-949.wav
1.07E+01,7.56E+00,-1.24E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_949-954.wav
1.04E+01,7.58E+00,-6.30E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_954-958.wav
1.08E+01,7.50E+00,-1.25E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_958-963.wav
1.11E+01,7.36E+00,-2.12E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_963-967.wav
1.07E+01,7.31E+00,-1.18E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_967-972.wav
9.46E+00,7.67E+00,1.18E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_972-976.wav
1.08E+01,7.50E+00,-1.89E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_976-981.wav
1.10E+01,7.33E+00,-2.16E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_981-985.wav
1.11E+01,7.33E+00,-2.17E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_985-990.wav
1.19E+01,8.08E+00,7.03E-02,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_99-103.wav
1.12E+01,7.25E+00,-2.28E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_990-994.wav
1.07E+01,7.54E+00,-1.25E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_994-999.wav
1.08E+01,7.19E+00,-1.22E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T120000+1000_REC_999-1003.wav
1.02E+01,7.00E+00,7.17E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_0-4.wav
1.12E+01,7.64E+00,2.07E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1003-1008.wav
1.07E+01,7.46E+00,1.75E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1008-1012.wav
1.07E+01,7.35E+00,2.18E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1012-1017.wav
1.12E+01,7.66E+00,2.08E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1017-1021.wav
1.17E+01,9.46E+00,5.64E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1021-1026.wav
1.21E+01,9.50E+00,5.81E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1026-1030.wav
1.13E+01,6.87E+00,2.66E-02,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_103-108.wav
1.24E+01,7.83E+00,1.31E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1030-1035.wav
1.19E+01,8.18E+00,2.21E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1035-1039.wav
1.30E+01,9.55E+00,5.77E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1039-1044.wav
1.12E+01,7.62E+00,1.97E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1044-1048.wav
1.24E+01,8.08E+00,-1.03E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1048-1053.wav
1.32E+01,1.02E+01,5.22E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1053-1057.wav
1.24E+01,7.80E+00,9.45E-02,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1057-1062.wav
1.12E+01,7.64E+00,2.06E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1062-1066.wav
1.19E+01,8.21E+00,2.56E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1066-1071.wav
1.12E+01,7.63E+00,2.00E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1071-1075.wav
1.12E+01,7.65E+00,2.08E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1075-1080.wav
1.16E+01,7.01E+00,-1.53E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_108-112.wav
1.11E+01,7.61E+00,2.08E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1080-1084.wav
1.11E+01,7.60E+00,2.03E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1084-1089.wav
1.23E+01,7.77E+00,7.70E-02,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1089-1093.wav
1.10E+01,7.54E+00,1.70E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1093-1098.wav
1.24E+01,7.82E+00,1.44E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1098-1102.wav
1.23E+01,7.80E+00,1.16E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1102-1107.wav
1.12E+01,7.61E+00,1.93E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1107-1111.wav
1.13E+01,7.17E+00,-6.41E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1111-1116.wav
1.11E+01,7.62E+00,1.51E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1116-1120.wav
1.14E+01,7.25E+00,-1.68E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_112-117.wav
1.19E+01,6.95E+00,5.92E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1120-1125.wav
1.24E+01,7.76E+00,3.05E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1125-1129.wav
1.23E+01,7.77E+00,7.65E-02,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1129-1134.wav
1.24E+01,7.78E+00,1.82E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1134-1138.wav
1.23E+01,7.77E+00,8.37E-02,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1138-1143.wav
1.14E+01,6.68E+00,-1.64E-02,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1143-1147.wav
1.12E+01,7.64E+00,2.05E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1147-1152.wav
1.23E+01,7.60E+00,-1.42E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1152-1156.wav
1.23E+01,8.12E+00,-2.23E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1156-1161.wav
1.24E+01,7.82E+00,1.35E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1161-1165.wav
1.11E+01,7.62E+00,2.08E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1165-1170.wav
1.10E+01,6.93E+00,-9.14E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_117-121.wav
1.11E+01,7.60E+00,1.88E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1170-1174.wav
1.11E+01,7.58E+00,1.86E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1174-1179.wav
1.23E+01,7.63E+00,4.02E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1179-1183.wav
1.23E+01,7.78E+00,-1.38E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1183-1188.wav
1.08E+01,6.90E+00,2.42E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1188-1192.wav
1.14E+01,7.38E+00,-4.52E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1192-1197.wav
1.06E+01,7.37E+00,2.06E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_1197-1201.wav
1.16E+01,7.14E+00,-1.61E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_121-126.wav
1.15E+01,7.14E+00,-1.67E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_126-130.wav
1.08E+01,6.91E+00,2.31E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_13-18.wav
1.14E+01,7.25E+00,-1.69E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_130-135.wav
1.14E+01,7.22E+00,-1.71E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_135-139.wav
1.08E+01,7.05E+00,1.13E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_139-144.wav
1.15E+01,7.04E+00,-2.27E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_144-148.wav
1.13E+01,7.39E+00,-5.50E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_148-153.wav
1.22E+01,6.71E+00,-2.59E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_153-157.wav
1.16E+01,7.52E+00,-2.22E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_157-162.wav
1.14E+01,6.66E+00,1.12E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_162-166.wav
1.07E+01,7.38E+00,2.04E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_166-171.wav
1.19E+01,8.08E+00,-1.72E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T140000+1000_REC_171-175.wav
