x,y,z,class,paths
6.51E+00,1.04E+01,4.21E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_760-765.wav
6.35E+00,1.07E+01,4.36E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_765-769.wav
6.36E+00,1.06E+01,4.35E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_769-774.wav
6.44E+00,1.34E+01,5.41E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_774-778.wav
6.53E+00,1.35E+01,5.47E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_778-783.wav
7.47E+00,1.50E+01,6.64E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_783-787.wav
7.40E+00,1.50E+01,6.59E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_787-792.wav
6.72E+00,1.42E+01,5.93E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_792-796.wav
5.97E+00,1.25E+01,5.05E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_796-801.wav
6.36E+00,1.06E+01,4.37E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_801-805.wav
6.06E+00,1.33E+01,5.31E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_805-810.wav
6.46E+00,1.32E+01,5.32E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_81-85.wav
6.15E+00,1.36E+01,5.47E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_810-814.wav
6.34E+00,1.07E+01,4.42E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_814-819.wav
7.61E+00,1.51E+01,6.75E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_819-823.wav
7.09E+00,1.44E+01,6.29E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_823-828.wav
6.34E+00,1.07E+01,4.42E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_828-832.wav
5.95E+00,1.34E+01,5.44E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_832-837.wav
6.11E+00,1.35E+01,5.39E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_837-841.wav
6.05E+00,1.23E+01,5.01E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_841-846.wav
6.52E+00,1.40E+01,5.75E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_846-850.wav
7.31E+00,1.49E+01,6.51E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_85-90.wav
6.78E+00,1.43E+01,6.02E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_850-855.wav
7.75E+00,1.51E+01,6.86E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_855-859.wav
7.75E+00,1.51E+01,6.86E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_859-864.wav
7.52E+00,1.50E+01,6.69E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_864-868.wav
6.06E+00,1.33E+01,5.28E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_868-873.wav
6.04E+00,1.33E+01,5.27E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_873-877.wav
6.04E+00,1.23E+01,5.00E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_877-882.wav
6.04E+00,1.23E+01,4.99E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_882-886.wav
6.89E+00,1.44E+01,6.13E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_886-891.wav
6.06E+00,1.33E+01,5.28E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_891-895.wav
7.01E+00,1.44E+01,6.22E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_895-900.wav
6.46E+00,1.35E+01,5.45E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_9-13.wav
6.37E+00,1.06E+01,4.34E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_90-94.wav
7.65E+00,1.51E+01,6.78E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_900-904.wav
7.74E+00,1.51E+01,6.85E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_904-909.wav
7.53E+00,1.50E+01,6.69E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_909-913.wav
6.51E+00,1.41E+01,5.82E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_913-918.wav
6.01E+00,1.33E+01,5.29E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_918-922.wav
5.99E+00,1.32E+01,5.33E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_922-927.wav
6.26E+00,1.37E+01,5.55E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_927-931.wav
5.99E+00,1.26E+01,5.09E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_931-936.wav
7.74E+00,1.51E+01,6.84E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_936-940.wav
7.73E+00,1.52E+01,6.86E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_94-99.wav
7.75E+00,1.51E+01,6.85E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_940-945.wav
7.33E+00,1.49E+01,6.53E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_945-949.wav
7.69E+00,1.51E+01,6.81E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_949-954.wav
7.73E+00,1.51E+01,6.84E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_954-958.wav
6.02E+00,1.33E+01,5.29E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_958-963.wav
6.10E+00,1.34E+01,5.32E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_963-967.wav
6.57E+00,1.41E+01,5.83E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_967-972.wav
6.50E+00,1.40E+01,5.75E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_972-976.wav
5.93E+00,1.31E+01,5.32E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_976-981.wav
6.53E+00,1.40E+01,5.73E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_981-985.wav
6.16E+00,1.36E+01,5.45E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_985-990.wav
6.71E+00,1.40E+01,5.81E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_99-103.wav
6.01E+00,1.29E+01,5.19E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_990-994.wav
6.15E+00,1.36E+01,5.45E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_994-999.wav
6.79E+00,1.43E+01,6.03E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T000000+1000_REC_999-1003.wav
-1.93E-02,5.99E+00,-2.37E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_0-4.wav
-1.36E+00,5.33E+00,-1.12E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1003-1008.wav
-1.55E+00,5.16E+00,-7.05E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1008-1012.wav
-1.69E+00,4.95E+00,-4.01E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1012-1017.wav
-1.79E+00,4.96E+00,-2.29E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1017-1021.wav
-1.37E+00,5.22E+00,-9.53E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1021-1026.wav
-1.61E+00,4.94E+00,-5.70E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1026-1030.wav
-4.64E-01,6.10E+00,-1.60E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_103-108.wav
-9.07E-01,5.73E+00,-1.24E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1030-1035.wav
-1.76E+00,4.90E+00,-1.55E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1035-1039.wav
-1.76E+00,4.89E+00,-1.53E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1039-1044.wav
-1.07E+00,5.61E+00,-1.06E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1044-1048.wav
-1.76E+00,4.90E+00,-1.36E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1048-1053.wav
-1.76E+00,4.95E+00,-2.45E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1053-1057.wav
-1.52E+00,5.29E+00,-6.44E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1057-1062.wav
-1.51E+00,5.20E+00,-7.83E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1062-1066.wav
-1.54E+00,5.29E+00,-6.35E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1066-1071.wav
-1.35E+00,5.45E+00,-6.05E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1071-1075.wav
-1.19E+00,6.16E+00,-9.57E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1075-1080.wav
-8.79E-01,5.79E+00,-1.11E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_108-112.wav
-1.79E+00,5.69E+00,-2.24E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1080-1084.wav
-1.34E+00,5.47E+00,-6.05E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1084-1089.wav
-1.90E+00,5.20E+00,-6.79E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1089-1093.wav
-1.35E+00,5.69E+00,-4.76E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1093-1098.wav
-1.76E+00,4.98E+00,-1.31E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1098-1102.wav
-1.92E+00,5.19E+00,-5.95E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1102-1107.wav
-1.92E+00,5.36E+00,-5.00E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1107-1111.wav
7.49E+00,5.54E+00,1.18E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1111-1116.wav
7.56E+00,5.57E+00,1.18E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1116-1120.wav
-7.64E-03,5.98E+00,-2.40E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_112-117.wav
7.47E+00,5.53E+00,1.18E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1120-1125.wav
7.50E+00,5.54E+00,1.18E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1125-1129.wav
7.64E+00,5.61E+00,1.19E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1129-1134.wav
7.66E+00,5.61E+00,1.19E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1134-1138.wav
-1.81E+00,6.13E+00,-1.35E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1138-1143.wav
-2.22E+00,6.95E+00,-6.37E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1143-1147.wav
-1.28E+00,6.99E+00,2.26E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1147-1152.wav
-1.92E+00,7.10E+00,-3.66E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1152-1156.wav
-1.89E+00,7.13E+00,-3.43E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1156-1161.wav
-1.34E+00,6.89E+00,1.60E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1161-1165.wav
-1.63E+00,7.14E+00,9.95E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1165-1170.wav
2.04E-01,5.74E+00,-2.94E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_117-121.wav
-1.80E+00,6.32E+00,-6.92E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1170-1174.wav
-1.79E+00,7.01E+00,-3.14E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1174-1179.wav
-1.74E+00,6.07E+00,-2.61E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1179-1183.wav
-1.93E+00,5.20E+00,-4.69E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1183-1188.wav
-1.87E+00,5.52E+00,-1.28E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1188-1192.wav
-1.92E+00,5.39E+00,-4.50E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1192-1197.wav
-1.73E+00,5.90E+00,9.54E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_1197-1201.wav
4.50E-01,5.61E+00,-3.36E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_121-126.wav
-2.58E-02,5.59E+00,-2.79E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_126-130.wav
-7.53E-02,6.03E+00,-2.26E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_13-18.wav
-6.91E-01,5.55E+00,-1.94E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_130-135.wav
2.83E-02,5.73E+00,-2.69E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_135-139.wav
-1.23E+00,5.44E+00,-1.41E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_139-144.wav
-5.40E-01,6.15E+00,-1.93E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_144-148.wav
-8.52E-01,6.39E+00,-1.35E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_148-153.wav
-1.14E-02,5.98E+00,-2.39E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_153-157.wav
-3.11E-01,6.07E+00,-1.40E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_157-162.wav
1.37E-02,5.86E+00,-2.54E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_162-166.wav
1.67E-02,5.71E+00,-2.70E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_166-171.wav
-3.24E-01,6.05E+00,-1.56E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_171-175.wav
-3.17E-01,6.04E+00,-1.45E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_175-180.wav
-1.07E+00,6.44E+00,-9.80E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_18-22.wav
-5.94E-01,5.68E+00,-1.84E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_180-184.wav
4.56E-01,5.61E+00,-3.37E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_184-189.wav
4.61E-01,5.60E+00,-3.38E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_189-193.wav
4.58E-01,5.61E+00,-3.37E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_193-198.wav
2.52E-02,5.55E+00,-2.88E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_198-202.wav
3.85E-01,5.63E+00,-3.27E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_202-207.wav
4.76E-01,5.60E+00,-3.39E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_207-211.wav
4.75E-01,5.60E+00,-3.39E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_211-216.wav
4.76E-01,5.60E+00,-3.39E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_216-220.wav
-9.07E-01,6.32E+00,-1.55E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_22-27.wav
4.63E-01,5.61E+00,-3.38E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_220-225.wav
4.50E-01,5.61E+00,-3.36E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_225-229.wav
5.02E-02,5.56E+00,-2.89E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_229-234.wav
-4.72E-02,6.01E+00,-2.29E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_234-238.wav
-4.05E-02,6.03E+00,-2.38E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_238-243.wav
-7.03E-01,6.03E+00,-1.82E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_243-247.wav
-5.30E-01,5.82E+00,-1.76E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_247-252.wav
1.50E-02,5.67E+00,-2.75E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_252-256.wav
3.35E-02,5.74E+00,-2.68E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_256-261.wav
-7.88E-01,6.09E+00,-1.77E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_261-265.wav
-1.05E+00,5.64E+00,-1.74E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_265-270.wav
-8.00E-01,6.61E+00,-1.07E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_27-31.wav
-1.05E+00,6.05E+00,-1.79E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_270-274.wav
-1.07E+00,5.59E+00,-1.70E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_274-279.wav
-1.17E+00,5.50E+00,-1.55E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_279-283.wav
-1.39E+00,5.33E+00,-1.06E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_283-288.wav
1.94E-02,5.71E+00,-2.70E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_288-292.wav
-7.93E-01,5.83E+00,-1.78E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_292-297.wav
2.22E-02,5.73E+00,-2.69E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_297-301.wav
1.83E-01,5.76E+00,-2.89E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_301-306.wav
-1.49E-02,5.56E+00,-2.83E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_306-310.wav
-7.45E-02,6.03E+00,-2.26E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_31-36.wav
-2.61E-02,5.56E+00,-2.83E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_310-315.wav
8.67E-03,5.58E+00,-2.83E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_315-319.wav
3.59E-02,5.52E+00,-2.91E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_319-324.wav
-3.24E-02,5.52E+00,-2.85E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_324-328.wav
-6.55E-03,5.50E+00,-2.87E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_328-333.wav
-1.83E-02,5.56E+00,-2.84E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_333-337.wav
-5.76E-02,5.48E+00,-2.86E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_337-342.wav
-1.68E-02,5.56E+00,-2.83E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_342-346.wav
-2.75E-02,5.54E+00,-2.84E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_346-351.wav
-7.08E-01,5.54E+00,-1.94E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_351-355.wav
-6.29E-01,5.48E+00,-2.12E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_355-360.wav
-5.37E-02,6.02E+00,-2.29E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_36-40.wav
-4.97E-01,5.51E+00,-2.26E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_360-364.wav
-7.08E-01,5.58E+00,-1.95E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_364-369.wav
-8.50E-01,5.69E+00,-1.83E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_369-373.wav
-8.65E-01,5.61E+00,-1.88E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_373-378.wav
-8.19E-01,5.60E+00,-1.88E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_378-382.wav
-5.24E-01,5.90E+00,-1.75E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_382-387.wav
-5.80E-01,5.77E+00,-1.80E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_387-391.wav
-7.11E-01,5.55E+00,-1.90E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_391-396.wav
2.29E-01,5.75E+00,-2.97E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_396-400.wav
2.85E-01,5.75E+00,-3.03E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_4-9.wav
-3.24E-01,6.99E+00,-1.36E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_40-45.wav
2.25E-01,5.75E+00,-2.96E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_400-405.wav
-4.20E-01,6.23E+00,-1.92E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_405-409.wav
-8.12E-01,6.14E+00,-1.66E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_409-414.wav
-5.45E-01,6.27E+00,-1.82E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_414-418.wav
-4.56E-01,6.25E+00,-1.90E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_418-423.wav
-2.97E-01,6.11E+00,-1.33E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_423-427.wav
2.51E-01,5.75E+00,-2.99E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_427-432.wav
2.09E-02,5.53E+00,-2.89E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_432-436.wav
-1.54E+00,6.25E+00,-1.29E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_436-441.wav
-1.48E+00,5.47E+00,-5.77E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_441-445.wav
-1.27E+00,5.92E+00,-3.20E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_445-450.wav
-9.72E-01,6.70E+00,-8.28E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_45-49.wav
-1.39E+00,5.43E+00,-5.84E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_450-454.wav
-9.87E-01,6.19E+00,-1.75E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_454-459.wav
-8.20E-01,6.02E+00,-1.46E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_459-463.wav
-5.28E-01,6.86E+00,-6.54E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_463-468.wav
-1.30E+00,6.09E+00,-3.51E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_468-472.wav
-1.13E+00,6.74E+00,-1.10E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_472-477.wav
-9.42E-01,6.49E+00,-1.35E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_477-481.wav
-8.17E-01,6.69E+00,-9.15E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_481-486.wav
-6.96E-01,7.16E+00,2.05E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_486-490.wav
-2.53E-02,6.00E+00,-2.36E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_49-54.wav
-3.49E-01,6.20E+00,-1.99E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_490-495.wav
-5.84E-01,6.13E+00,-1.68E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T020000+1000_REC_495-499.wav
