x,y,z,sound_path,class
5.78E+00,8.13E+00,6.68E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T040000+1000_REC_5483.48_5487.98.wav,unlabelled
7.73E+00,3.93E+00,6.40E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T060000+1000_REC_1655.232_1659.732.wav,unlabelled
7.50E+00,4.31E+00,4.64E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T060000+1000_REC_2683.548_2688.048.wav,unlabelled
6.48E+00,5.47E+00,5.71E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T060000+1000_REC_6170.095_6174.595.wav,unlabelled
6.56E+00,5.29E+00,4.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T060000+1000_REC_6886.016_6890.516.wav,unlabelled
7.18E+00,6.41E+00,5.64E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T080000+1000_REC_140.668_145.168.wav,unlabelled
5.54E+00,9.81E+00,6.51E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T080000+1000_REC_3065.872_3070.372.wav,unlabelled
5.75E+00,8.25E+00,6.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T080000+1000_REC_5329.68_5334.18.wav,unlabelled
5.58E+00,7.89E+00,6.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T080000+1000_REC_5880.253_5884.753.wav,unlabelled
6.12E+00,5.20E+00,5.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T100000+1000_REC_275.18_279.68.wav,unlabelled
6.21E+00,5.43E+00,4.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T100000+1000_REC_385.808_390.308.wav,unlabelled
6.25E+00,6.67E+00,4.97E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T100000+1000_REC_5696.872_5701.372.wav,unlabelled
6.36E+00,5.53E+00,4.44E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T100000+1000_REC_7094.499_7098.999.wav,unlabelled
7.54E+00,5.29E+00,9.31E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T120000+1000_REC_2960.709_2965.209.wav,unlabelled
6.88E+00,4.28E+00,6.18E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T120000+1000_REC_4966.308_4970.808.wav,unlabelled
6.23E+00,4.28E+00,8.68E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T120000+1000_REC_5371.8_5376.3.wav,unlabelled
8.11E+00,4.08E+00,6.47E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T120000+1000_REC_7056.113_7060.613.wav,unlabelled
7.88E+00,4.08E+00,7.53E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T140000+1000_REC_2329.153_2333.653.wav,unlabelled
6.21E+00,4.29E+00,8.70E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T140000+1000_REC_3301.782_3306.282.wav,unlabelled
6.51E+00,4.88E+00,7.37E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T140000+1000_REC_4972.884_4977.384.wav,unlabelled
8.14E+00,4.04E+00,6.51E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T140000+1000_REC_5658.554_5663.054.wav,unlabelled
6.96E+00,4.10E+00,4.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T160000+1000_REC_1216.655_1221.155.wav,unlabelled
6.16E+00,5.24E+00,5.06E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T160000+1000_REC_1379.944_1384.444.wav,unlabelled
4.82E+00,4.97E+00,4.74E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T160000+1000_REC_1581.822_1586.322.wav,unlabelled
4.19E+00,7.84E+00,-2.16E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T160000+1000_REC_4755.953_4760.453.wav,unlabelled
8.93E+00,6.20E+00,3.88E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T180000+1000_REC_4092.396_4096.896.wav,unlabelled
7.48E+00,5.50E+00,1.94E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T180000+1000_REC_5284.534_5289.034.wav,unlabelled
7.34E+00,7.73E+00,6.44E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T180000+1000_REC_6062.444_6066.944.wav,unlabelled
5.96E+00,6.00E+00,6.15E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T180000+1000_REC_6492.697_6497.197.wav,unlabelled
4.98E+00,9.99E+00,6.93E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T200000+1000_REC_1163.249_1167.749.wav,unlabelled
8.06E+00,5.17E+00,4.15E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T200000+1000_REC_3992.511_3997.011.wav,unlabelled
7.80E+00,4.81E+00,4.19E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T200000+1000_REC_4998.964_5003.464.wav,unlabelled
8.59E+00,6.31E+00,4.13E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T200000+1000_REC_6437.032_6441.532.wav,unlabelled
7.84E+00,9.45E+00,4.78E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T220000+1000_REC_4479.081_4483.581.wav,unlabelled
8.21E+00,9.15E+00,4.39E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T220000+1000_REC_5574.444_5578.944.wav,unlabelled
8.85E+00,6.82E+00,4.01E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T220000+1000_REC_5900.567_5905.067.wav,unlabelled
7.81E+00,9.46E+00,4.82E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220513T220000+1000_REC_6773.751_6778.251.wav,unlabelled
7.84E+00,9.44E+00,4.76E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T000000+1000_REC_3041.97_3046.47.wav,unlabelled
8.37E+00,9.09E+00,4.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T000000+1000_REC_4994.901_4999.401.wav,unlabelled
6.70E+00,9.80E+00,5.50E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T000000+1000_REC_5432.831_5437.331.wav,unlabelled
4.16E+00,1.04E+01,7.28E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T000000+1000_REC_6659.428_6663.928.wav,unlabelled
8.17E+00,9.19E+00,4.40E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T020000+1000_REC_197.441_201.941.wav,unlabelled
5.79E+00,9.79E+00,6.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T020000+1000_REC_5134.595_5139.095.wav,unlabelled
5.14E+00,9.98E+00,6.80E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T020000+1000_REC_5540.198_5544.698.wav,unlabelled
6.83E+00,9.81E+00,5.50E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T020000+1000_REC_578.06_582.56.wav,unlabelled
7.92E+00,9.41E+00,4.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T040000+1000_REC_4558.034_4562.534.wav,unlabelled
7.83E+00,9.48E+00,4.74E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T040000+1000_REC_6680.598_6685.098.wav,unlabelled
7.82E+00,9.38E+00,4.77E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T040000+1000_REC_6762.663_6767.163.wav,unlabelled
8.39E+00,9.09E+00,4.19E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T040000+1000_REC_892.512_897.012.wav,unlabelled
8.11E+00,7.70E+00,5.62E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T060000+1000_REC_1082.883_1087.383.wav,unlabelled
7.92E+00,9.32E+00,4.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T060000+1000_REC_1632.52_1637.02.wav,unlabelled
7.75E+00,4.74E+00,4.19E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T060000+1000_REC_484.472_488.972.wav,unlabelled
9.17E+00,6.08E+00,4.52E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T060000+1000_REC_777.958_782.458.wav,unlabelled
5.82E+00,6.83E+00,4.94E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T080000+1000_REC_2177.827_2182.327.wav,unlabelled
5.90E+00,6.77E+00,4.83E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T080000+1000_REC_3535.062_3539.562.wav,unlabelled
6.93E+00,5.04E+00,4.13E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T080000+1000_REC_4082.409_4086.909.wav,unlabelled
7.59E+00,6.09E+00,2.27E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T080000+1000_REC_4691.826_4696.326.wav,unlabelled
5.83E+00,9.78E+00,5.90E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T100000+1000_REC_1050.532_1055.032.wav,unlabelled
6.56E+00,5.31E+00,4.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T100000+1000_REC_4231.346_4235.846.wav,unlabelled
6.74E+00,4.33E+00,3.93E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T100000+1000_REC_5229.854_5234.354.wav,unlabelled
7.57E+00,6.37E+00,5.48E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T100000+1000_REC_6758.54_6763.04.wav,unlabelled
7.51E+00,5.40E+00,3.43E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T120000+1000_REC_3900.995_3905.495.wav,unlabelled
5.59E+00,4.95E+00,8.10E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T120000+1000_REC_420.454_424.954.wav,unlabelled
7.50E+00,5.37E+00,6.47E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T120000+1000_REC_5314.926_5319.426.wav,unlabelled
6.38E+00,5.78E+00,4.42E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T120000+1000_REC_802.876_807.376.wav,unlabelled
6.52E+00,4.84E+00,7.49E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T140000+1000_REC_2619.408_2623.908.wav,unlabelled
6.70E+00,5.40E+00,2.46E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T140000+1000_REC_2966.987_2971.487.wav,unlabelled
6.13E+00,4.79E+00,7.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T140000+1000_REC_5123.653_5128.153.wav,unlabelled
7.78E+00,5.81E+00,9.68E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T140000+1000_REC_5674.555_5679.055.wav,unlabelled
6.43E+00,5.72E+00,4.38E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T160000+1000_REC_1477.269_1481.769.wav,unlabelled
4.23E+00,7.87E+00,-2.18E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T160000+1000_REC_4541.252_4545.752.wav,unlabelled
4.21E+00,7.85E+00,-2.15E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T160000+1000_REC_5065.72_5070.22.wav,unlabelled
4.58E+00,1.07E+01,7.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T160000+1000_REC_6519.62_6524.12.wav,unlabelled
8.44E+00,6.43E+00,3.10E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T180000+1000_REC_3518.34_3522.84.wav,unlabelled
8.61E+00,5.03E+00,4.97E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T180000+1000_REC_3784.54_3789.04.wav,unlabelled
8.13E+00,7.66E+00,5.61E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T180000+1000_REC_4170.395_4174.895.wav,unlabelled
9.04E+00,6.49E+00,4.87E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T180000+1000_REC_6798.995_6803.495.wav,unlabelled
4.71E+00,9.89E+00,7.11E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T200000+1000_REC_2422.754_2427.254.wav,unlabelled
5.49E+00,1.04E+01,6.46E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T200000+1000_REC_5120.923_5125.423.wav,unlabelled
4.41E+00,9.51E+00,7.28E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T200000+1000_REC_5382.171_5386.671.wav,unlabelled
8.09E+00,5.23E+00,4.17E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T200000+1000_REC_5662.971_5667.471.wav,unlabelled
5.32E+00,1.00E+01,6.74E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T220000+1000_REC_4174.491_4178.991.wav,unlabelled
5.39E+00,1.00E+01,6.99E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T220000+1000_REC_5306.535_5311.035.wav,unlabelled
6.80E+00,1.00E+01,5.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T220000+1000_REC_6927.562_6932.062.wav,unlabelled
6.97E+00,8.22E+00,6.51E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220514T220000+1000_REC_7159.346_7163.846.wav,unlabelled
8.52E+00,6.59E+00,5.54E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T000025+1000_REC_1736.988_1741.488.wav,unlabelled
7.93E+00,4.34E+00,4.71E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T000025+1000_REC_2352.478_2356.978.wav,unlabelled
9.02E+00,5.82E+00,5.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T000025+1000_REC_2980.073_2984.573.wav,unlabelled
8.91E+00,5.37E+00,5.22E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T000025+1000_REC_3030.31_3034.81.wav,unlabelled
8.90E+00,5.37E+00,5.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T020000+1000_REC_3351.588_3356.088.wav,unlabelled
7.35E+00,7.67E+00,6.42E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T020000+1000_REC_3486.96_3491.46.wav,unlabelled
8.98E+00,2.39E+00,7.15E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T020000+1000_REC_5595.723_5600.223.wav,unlabelled
7.35E+00,7.75E+00,6.44E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T020000+1000_REC_70.56_75.06.wav,unlabelled
7.73E+00,3.93E+00,6.47E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T040000+1000_REC_4954.92_4959.42.wav,unlabelled
7.66E+00,3.95E+00,6.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T040000+1000_REC_5158.037_5162.537.wav,unlabelled
8.79E+00,2.28E+00,7.26E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T040000+1000_REC_7113.296_7117.796.wav,unlabelled
8.56E+00,2.44E+00,7.40E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T040000+1000_REC_7167.872_7172.372.wav,unlabelled
8.21E+00,2.82E+00,7.48E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T060000+1000_REC_1697.744_1702.244.wav,unlabelled
8.70E+00,2.31E+00,7.33E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T060000+1000_REC_6187.337_6191.837.wav,unlabelled
8.90E+00,2.66E+00,7.30E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T060000+1000_REC_752.414_756.914.wav,unlabelled
7.94E+00,3.25E+00,7.39E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T060000+1000_REC_908.956_913.456.wav,unlabelled
4.67E+00,5.21E+00,8.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T080000+1000_REC_1384.883_1389.383.wav,unlabelled
6.29E+00,6.26E+00,4.89E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T080000+1000_REC_4239.88_4244.38.wav,unlabelled
6.12E+00,6.41E+00,5.01E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T080000+1000_REC_5175.57_5180.07.wav,unlabelled
5.92E+00,6.49E+00,5.18E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T080000+1000_REC_6040.309_6044.809.wav,unlabelled
4.56E+00,6.90E+00,6.80E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T100000+1000_REC_4485.063_4489.563.wav,unlabelled
6.85E+00,5.42E+00,6.64E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T100000+1000_REC_6108.212_6112.712.wav,unlabelled
6.53E+00,5.14E+00,7.11E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T100000+1000_REC_6519.966_6524.466.wav,unlabelled
5.20E+00,4.71E+00,7.33E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T100000+1000_REC_6678.346_6682.846.wav,unlabelled
7.67E+00,5.82E+00,1.93E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T120000+1000_REC_3127.495_3131.995.wav,unlabelled
7.38E+00,5.15E+00,4.47E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T120000+1000_REC_4362.532_4367.032.wav,unlabelled
6.72E+00,4.47E+00,6.33E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T120000+1000_REC_6735.651_6740.151.wav,unlabelled
6.36E+00,5.32E+00,3.06E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T120000+1000_REC_7071.51_7076.01.wav,unlabelled
6.44E+00,5.71E+00,4.56E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T140000+1000_REC_2623.547_2628.047.wav,unlabelled
7.10E+00,6.10E+00,4.22E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T140000+1000_REC_3410.54_3415.04.wav,unlabelled
7.69E+00,5.33E+00,2.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T140000+1000_REC_3546.044_3550.544.wav,unlabelled
5.98E+00,6.70E+00,4.65E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T140000+1000_REC_5198.749_5203.249.wav,unlabelled
6.16E+00,5.28E+00,5.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T160000+1000_REC_330.581_335.081.wav,unlabelled
4.21E+00,7.85E+00,-2.14E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T160000+1000_REC_4480.764_4485.264.wav,unlabelled
4.22E+00,7.86E+00,-2.16E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T160000+1000_REC_4926.339_4930.839.wav,unlabelled
5.42E+00,1.03E+01,6.35E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20220515T160000+1000_REC_6450.693_6455.193.wav,unlabelled
6.80E-01,2.46E+00,6.16E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T000000+1000_REC_1005.667_1010.167.wav,unlabelled
1.37E+00,2.89E+00,6.22E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T000000+1000_REC_2756.027_2760.527.wav,unlabelled
7.02E-01,2.48E+00,6.14E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T000000+1000_REC_3923.835_3928.335.wav,unlabelled
4.18E+00,1.05E+01,7.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T000000+1000_REC_5025.204_5029.704.wav,unlabelled
5.81E+00,7.84E+00,6.69E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T020000+1000_REC_3034.68_3039.18.wav,unlabelled
4.36E+00,5.00E+00,8.08E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T020000+1000_REC_3855.676_3860.176.wav,unlabelled
4.28E+00,5.47E+00,7.52E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T020000+1000_REC_4211.503_4216.003.wav,unlabelled
4.58E+00,5.35E+00,7.89E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T020000+1000_REC_4306.362_4310.862.wav,unlabelled
6.18E+00,6.82E+00,3.55E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T040000+1000_REC_1677.285_1681.785.wav,unlabelled
2.35E+00,6.77E+00,8.06E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T040000+1000_REC_4724.76_4729.26.wav,unlabelled
1.84E+00,3.14E+00,6.38E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T040000+1000_REC_5236.273_5240.773.wav,unlabelled
4.12E+00,1.03E+01,7.37E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T040000+1000_REC_5824.928_5829.428.wav,unlabelled
5.44E+00,6.04E+00,6.71E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T060000+1000_REC_2117.509_2122.009.wav,unlabelled
4.25E+00,4.73E+00,8.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T060000+1000_REC_3258.323_3262.823.wav,unlabelled
6.59E+00,4.57E+00,7.93E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T060000+1000_REC_396.613_401.113.wav,unlabelled
6.26E+00,4.90E+00,8.10E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T060000+1000_REC_7115.264_7119.764.wav,unlabelled
4.81E+00,5.37E+00,7.73E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T080000+1000_REC_2498.623_2503.123.wav,unlabelled
4.33E+00,5.54E+00,7.62E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T080000+1000_REC_5369.718_5374.218.wav,unlabelled
5.90E+00,4.29E+00,9.04E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T080000+1000_REC_6688.603_6693.103.wav,unlabelled
8.12E+00,6.00E+00,3.46E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T080000+1000_REC_7099.931_7104.431.wav,unlabelled
4.18E+00,5.02E+00,8.07E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T100000+1000_REC_2831.283_2835.783.wav,unlabelled
4.64E+00,5.33E+00,7.90E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T100000+1000_REC_3408.453_3412.953.wav,unlabelled
5.27E+00,6.06E+00,7.08E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T100000+1000_REC_3690.537_3695.037.wav,unlabelled
5.66E+00,5.85E+00,7.38E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T100000+1000_REC_5633.986_5638.486.wav,unlabelled
4.13E+00,4.98E+00,7.95E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T120000+1000_REC_159.527_164.027.wav,unlabelled
5.95E+00,7.03E+00,3.60E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T120000+1000_REC_2223.967_2228.467.wav,unlabelled
7.01E+00,6.52E+00,1.99E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T120000+1000_REC_2597.092_2601.592.wav,unlabelled
4.38E+00,5.52E+00,7.73E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T120000+1000_REC_5051.665_5056.165.wav,unlabelled
5.58E+00,5.69E+00,7.48E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T140000+1000_REC_2620.356_2624.856.wav,unlabelled
4.29E+00,5.64E+00,7.70E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T140000+1000_REC_459.869_464.369.wav,unlabelled
5.52E+00,5.41E+00,7.44E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T140000+1000_REC_5758.798_5763.298.wav,unlabelled
4.17E+00,5.36E+00,7.11E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T140000+1000_REC_5930.801_5935.301.wav,unlabelled
5.86E+00,5.76E+00,7.64E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T160000+1000_REC_1522.702_1527.202.wav,unlabelled
4.14E+00,5.54E+00,7.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T160000+1000_REC_491.054_495.554.wav,unlabelled
5.87E+00,4.29E+00,7.96E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T160000+1000_REC_4949.069_4953.569.wav,unlabelled
4.24E+00,5.48E+00,7.43E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T160000+1000_REC_6544.97_6549.47.wav,unlabelled
1.61E+00,3.13E+00,6.18E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T180000+1000_REC_1499.979_1504.479.wav,unlabelled
2.32E+00,2.23E+00,5.34E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T180000+1000_REC_1799.462_1803.962.wav,unlabelled
2.39E+00,2.23E+00,5.17E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T180000+1000_REC_3914.542_3919.042.wav,unlabelled
2.75E+00,1.78E+00,5.07E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T180000+1000_REC_4522.418_4526.918.wav,unlabelled
2.27E+00,2.27E+00,5.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T200000+1000_REC_1707.365_1711.865.wav,unlabelled
7.71E-01,2.60E+00,5.91E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T200000+1000_REC_4436.099_4440.599.wav,unlabelled
6.77E-01,2.47E+00,6.14E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_WetA_20221122T200000+1000_REC_5703.565_5708.065.wav,unlabelled
